FIGHTER1,FIGHTER2,WINNER,RATING1_BEFORE,RATING2_BEFORE,RATING1_AFTER,RATING2_AFTER,EVENT,DATE,TIME_FORMAT,ROUND,TIMESTAMP,FIGHTER1_OUTCOME,FIGHTER2_OUTCOME,TOTAL_TIME_MINUTES,TOTAL_TIME_SECONDS
Justin Tafa,Parker Porter,Justin Tafa,1481.155669126923,1527.3490014102383,1532.1036422098675,1476.4010283272937,UFC 284: Makhachev vs. Volkanovski,2023-02-11,3 Rnd (5-5-5),1,1:06,1,0,1.1,66.0
Tyson Pedro,Modestas Bukauskas,Modestas Bukauskas,1562.2823093668374,1436.411705393622,1501.6571893747587,1497.0368253857007,UFC 284: Makhachev vs. Volkanovski,2023-02-11,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Islam Makhachev,Alexander Volkanovski,Islam Makhachev,1909.0789088071742,1988.916612184277,1964.2412760448042,1933.754244946647,UFC 284: Makhachev vs. Volkanovski,2023-02-11,5 Rnd (5-5-5-5-5),5,5:00,1,0,25.0,1500.0
Josh Culibao,Melsik Baghdasaryan,Josh Culibao,1542.6699114398562,1584.2039558783622,1587.4290458032042,1539.4448215150142,UFC 284: Makhachev vs. Volkanovski,2023-02-11,3 Rnd (5-5-5),2,2:02,1,0,7.033333333333333,422.0
Jamie Mullarkey,Francisco Prado,Jamie Mullarkey,1512.3047140016834,1500.0,1555.7116683670322,1456.5930456346512,UFC 284: Makhachev vs. Volkanovski,2023-02-11,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Jack Jenkins,Don Shainis,Jack Jenkins,1500.0,1479.9978353446663,1542.4121698097463,1437.58566553492,UFC 284: Makhachev vs. Volkanovski,2023-02-11,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Loma Lookboonmee,Elise Reed,Loma Lookboonmee,1547.2269342319762,1481.3603974074078,1579.7333285881843,1448.8540030511997,UFC 284: Makhachev vs. Volkanovski,2023-02-11,3 Rnd (5-5-5),2,0:44,1,0,5.733333333333333,344.0
Shane Young,Blake Bilder,Blake Bilder,1460.552074139404,1500.0,1420.6395429791373,1539.9125311602668,UFC 284: Makhachev vs. Volkanovski,2023-02-11,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Zubaira Tukhugov,Elves Brener,Elves Brener,1621.692036025945,1500.0,1594.9599523068412,1526.732083719104,UFC 284: Makhachev vs. Volkanovski,2023-02-11,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Toshiomi Kazama,Rinya Nakamura,Rinya Nakamura,1500.0,1500.0,1455.0,1545.0,UFC Fight Night: Lewis vs. Spivac,2023-02-04,3 Rnd + OT (5-5-5-5),1,0:33,0,1,0.55,33.0
Derrick Lewis,Serghei Spivac,Serghei Spivac,1691.1059332044638,1624.6625875169505,1643.5482706300972,1672.220250091317,UFC Fight Night: Lewis vs. Spivac,2023-02-04,5 Rnd (5-5-5-5-5),1,3:05,0,1,3.0833333333333335,185.0
Da Woon Jung,Devin Clark,Devin Clark,1473.6882563582085,1512.7675352101805,1433.7285825258864,1552.7272090425026,UFC Fight Night: Lewis vs. Spivac,2023-02-04,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Marcin Tybura,Blagoy Ivanov,Marcin Tybura,1685.3145746140565,1618.4006193738992,1721.7534417250918,1581.961752262864,UFC Fight Night: Lewis vs. Spivac,2023-02-04,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Yusaku Kinoshita,Adam Fugitt,Adam Fugitt,1500.0,1461.8734187143252,1450.0815566899946,1511.7918620243306,UFC Fight Night: Lewis vs. Spivac,2023-02-04,3 Rnd (5-5-5),1,4:36,0,1,4.6,276.0
JeongYeong Lee,Yi Zha,JeongYeong Lee,1500.0,1500.0,1520.0,1480.0,UFC Fight Night: Lewis vs. Spivac,2023-02-04,3 Rnd + OT (5-5-5-5),3,5:00,1,0,15.0,900.0
SeungGuk Choi,HyunSung Park,HyunSung Park,1500.0,1500.0,1460.0,1540.0,UFC Fight Night: Lewis vs. Spivac,2023-02-04,3 Rnd + OT (5-5-5-5),3,3:11,0,1,13.183333333333334,791.0
JunYong Park,Denis Tiuliulin,JunYong Park,1500.0,1506.4874162810916,1540.7468046108665,1465.740611670225,UFC Fight Night: Lewis vs. Spivac,2023-02-04,3 Rnd (5-5-5),1,4:05,1,0,4.083333333333333,245.0
Tatsuro Taira,Jesus Aguilar,Tatsuro Taira,1576.66339748802,1500.0,1607.977707010114,1468.685690477906,UFC Fight Night: Lewis vs. Spivac,2023-02-04,3 Rnd (5-5-5),1,4:20,1,0,4.333333333333333,260.0
Jeka Saragih,Anshul Jubli,Anshul Jubli,1500.0,1500.0,1455.0,1545.0,UFC Fight Night: Lewis vs. Spivac,2023-02-04,3 Rnd + OT (5-5-5-5),2,3:44,0,1,8.733333333333333,524.0
Gabriel Bonfim,Mounir Lazzez,Gabriel Bonfim,1500.0,1562.650845764955,1547.1357686502672,1515.5150771146878,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),1,0:49,1,0,0.8166666666666667,49.0
Glover Teixeira,Jamahal Hill,Jamahal Hill,1804.4156971145405,1692.6383254937314,1745.417891247228,1751.636131361044,UFC 283: Teixeira vs. Hill,2023-01-21,5 Rnd (5-5-5-5-5),5,5:00,0,1,25.0,1500.0
Deiveson Figueiredo,Brandon Moreno,Brandon Moreno,1786.8076704373982,1741.179490460253,1758.5432050140066,1769.4439558836445,UFC 283: Teixeira vs. Hill,2023-01-21,5 Rnd (5-5-5-5-5),3,5:00,0,1,15.0,900.0
Gilbert Burns,Neil Magny,Gilbert Burns,1788.1007267318755,1796.7862763123592,1829.1004793244945,1755.7865237197402,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),1,4:15,1,0,4.25,255.0
Lauren Murphy,Jessica Andrade,Jessica Andrade,1621.7296255676238,1763.100720142988,1594.0922567553564,1790.7380889552553,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Paul Craig,Johnny Walker,Johnny Walker,1631.696522211765,1576.2015262533548,1579.5692966141503,1628.3287518509694,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),1,2:16,0,1,2.2666666666666666,136.0
Mauricio Rua,Ihor Potieria,Ihor Potieria,1559.7818120570641,1458.7208145030245,1502.0494336687032,1516.4531928913855,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),1,4:05,0,1,4.083333333333333,245.0
Gregory Rodrigues,Brunno Ferreira,Brunno Ferreira,1652.7824067661243,1500.0,1589.1779897911822,1563.604416974942,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),1,4:13,0,1,4.216666666666667,253.0
Shamil Abdurakhimov,Jailton Almeida,Jailton Almeida,1517.0493501198002,1619.7494175627362,1484.9767643962603,1651.8220032862762,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),2,2:56,0,1,7.933333333333334,476.0
Luan Lacerda,Cody Stamann,Cody Stamann,1500.0,1557.31997440798,1462.3574744705022,1594.9624999374778,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Ismael Bonfim,Terrance McKinney,Ismael Bonfim,1500.0,1571.1837180614896,1554.0928682520514,1517.0908498094382,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),2,2:17,1,0,7.283333333333333,437.0
Warlley Alves,Nicolas Dalby,Nicolas Dalby,1565.6891339739227,1562.279331970501,1545.492856294028,1582.4756096503959,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Josiane Nunes,Zarah Fairn,Josiane Nunes,1592.2311399743323,1418.792517404807,1616.4643150188494,1394.55934236029,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Saimon Oliveira,Daniel Marcos,Daniel Marcos,1453.7492745035474,1500.0,1414.7045511486779,1539.0447233548696,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),2,2:18,0,1,7.3,438.0
Thiago Moises,Melquizael Costa,Thiago Moises,1599.2192783321655,1500.0,1628.0969608418663,1471.122317490299,UFC 283: Teixeira vs. Hill,2023-01-21,3 Rnd (5-5-5),2,4:05,1,0,9.083333333333334,545.0
Charles Johnson,Jimmy Flick,Charles Johnson,1477.6905940509027,1546.194200888708,1531.449993221662,1492.4348017179489,UFC Fight Night: Strickland vs. Imavov,2023-01-14,3 Rnd (5-5-5),1,4:33,1,0,4.55,273.0
Sean Strickland,Nassourdine Imavov,Sean Strickland,1707.2054065324014,1656.696089599779,1745.7091201760459,1618.1923759561346,UFC Fight Night: Strickland vs. Imavov,2023-01-14,5 Rnd (5-5-5-5-5),5,5:00,1,0,25.0,1500.0
Dan Ige,Damon Jackson,Dan Ige,1563.4362472155344,1645.437974957949,1618.8642283596191,1590.0099938138644,UFC Fight Night: Strickland vs. Imavov,2023-01-14,3 Rnd (5-5-5),2,4:13,1,0,9.216666666666667,553.0
Punahele Soriano,Roman Kopylov,Roman Kopylov,1560.9390642679002,1469.5094686470268,1504.3630559131268,1526.0854770018002,UFC Fight Night: Strickland vs. Imavov,2023-01-14,3 Rnd (5-5-5),2,3:19,0,1,8.316666666666666,499.0
Umar Nurmagomedov,Raoni Barcelos,Umar Nurmagomedov,1637.8806227534326,1610.995731836992,1679.4054141474883,1569.4709404429364,UFC Fight Night: Strickland vs. Imavov,2023-01-14,3 Rnd (5-5-5),1,4:40,1,0,4.666666666666667,280.0
Ketlen Vieira,Raquel Pennington,Raquel Pennington,1634.1441530491736,1708.0287215693668,1618.3343164651678,1723.8385581533726,UFC Fight Night: Strickland vs. Imavov,2023-01-14,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Claudio Ribeiro,Abdul Razak Alhassan,Abdul Razak Alhassan,1500.0,1502.1385493097641,1455.2769822885746,1546.8615670211896,UFC Fight Night: Strickland vs. Imavov,2023-01-14,3 Rnd (5-5-5),2,0:28,0,1,5.466666666666667,328.0
Allan Nascimento,Carlos Hernandez,Allan Nascimento,1529.5725145432123,1520.0,1568.4707168590385,1481.1017976841738,UFC Fight Night: Strickland vs. Imavov,2023-01-14,3 Rnd (5-5-5),1,3:16,1,0,3.2666666666666666,196.0
Dan Argueta,Nick Aguirre,Dan Argueta,1462.0400775297248,1500.0,1511.9371918723925,1450.1028856573323,UFC Fight Night: Strickland vs. Imavov,2023-01-14,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Javid Basharat,Mateus Mendonca,Javid Basharat,1595.2583982527287,1500.0,1628.220626162745,1467.0377720899837,UFC Fight Night: Strickland vs. Imavov,2023-01-14,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Mateusz Rebecki,Nick Fiore,Mateusz Rebecki,1500.0,1500.0,1545.0,1455.0,UFC Fight Night: Strickland vs. Imavov,2023-01-14,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Sergey Morozov,Journey Newson,Sergey Morozov,1526.8463731327533,1480.5732780120745,1565.8882499319025,1441.5314012129254,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Arman Tsarukyan,Damir Ismagulov,Arman Tsarukyan,1650.4964699912398,1662.1514585323935,1697.0054629132653,1615.642465610368,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Amir Albazi,Alessandro Costa,Amir Albazi,1607.7258918932205,1500.0,1639.2037645959197,1468.5221272973008,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),3,2:13,1,0,12.216666666666667,733.0
Alex Caceres,Julian Erosa,Alex Caceres,1613.955152415982,1572.0139415467006,1653.5491436934935,1532.419950269189,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),1,3:04,1,0,3.066666666666667,184.0
Drew Dober,Bobby Green,Drew Dober,1681.763609807702,1630.9370224639092,1720.2270921648806,1592.4735401067308,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),2,2:45,1,0,7.75,465.0
Cody Brundage,Michal Oleksiejczuk,Michal Oleksiejczuk,1537.9868103109027,1565.6254409442367,1496.5590449549147,1607.0532063002247,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),1,3:16,0,1,3.2666666666666666,196.0
Jared Cannonier,Sean Strickland,Jared Cannonier,1733.668498017089,1726.810690667516,1753.2737821522035,1707.2054065324014,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,5 Rnd (5-5-5-5-5),5,5:00,1,0,25.0,1500.0
Jake Matthews,Matthew Semelsberger,Matthew Semelsberger,1682.9339972957196,1575.3476601465704,1624.4283150662966,1633.8533423759934,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Said Nurmagomedov,Saidyokub Kakhramonov,Said Nurmagomedov,1656.1697046152449,1595.9677120625197,1689.3072373018997,1562.8301793758649,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),2,3:50,1,0,8.833333333333334,530.0
Rafa Garcia,Maheshate,Rafa Garcia,1485.268418795312,1546.5584285768566,1538.1253933036148,1493.7014540685539,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Bryan Battle,Rinat Fakhretdinov,Rinat Fakhretdinov,1613.6647591734445,1539.3635502340476,1559.185309686598,1593.842999720894,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
David Dvorak,Manel Kape,Manel Kape,1570.3389127838398,1541.2373859257605,1521.5784612483617,1589.9978374612385,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Cheyanne Vlismas,Cory McKenna,Cory McKenna,1536.9804804361493,1555.0332598855484,1494.3165818630257,1597.697158458672,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Paddy Pimblett,Jared Gordon,Paddy Pimblett,1615.1581808550168,1628.3908886618415,1661.8712583629372,1581.677811153921,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Santiago Ponzinibbio,Alex Morono,Santiago Ponzinibbio,1723.8177880884195,1720.660621328676,1768.4088818056118,1676.0695276114836,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,3 Rnd (5-5-5),3,2:29,1,0,12.483333333333333,749.0
Darren Till,Dricus Du Plessis,Dricus Du Plessis,1654.9419825033249,1650.4080308421426,1614.4200216569498,1690.9299916885177,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,3 Rnd (5-5-5),3,2:43,0,1,12.716666666666667,763.0
Bryce Mitchell,Ilia Topuria,Ilia Topuria,1723.411906215374,1678.088106373216,1678.2232110168118,1723.2768015717784,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,3 Rnd (5-5-5),2,3:10,0,1,8.166666666666666,490.0
Raul Rosas Jr.,Jay Perrin,Raul Rosas Jr.,1500.0,1412.5347056499643,1530.1376552775953,1382.397050372369,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,3 Rnd (5-5-5),1,2:44,1,0,2.7333333333333334,164.0
Jairzinho Rozenstruik,Chris Daukaus,Jairzinho Rozenstruik,1619.096593726973,1620.2019981061442,1664.2397656739238,1575.0588261591934,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,3 Rnd (5-5-5),1,0:23,1,0,0.38333333333333336,23.0
Edmen Shahbazyan,Dalcha Lungiambula,Edmen Shahbazyan,1529.8024064897215,1403.4013394036094,1559.1168962825955,1374.0868496107355,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,3 Rnd (5-5-5),2,4:41,1,0,9.683333333333334,581.0
Chris Curtis,Joaquin Buckley,Chris Curtis,1613.898336184695,1537.1321078062524,1649.1142445005498,1501.9161994903975,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,3 Rnd (5-5-5),2,2:49,1,0,7.816666666666666,469.0
Billy Quarantillo,Alexander Hernandez,Billy Quarantillo,1562.7877276729193,1581.203405971964,1610.1707026769654,1533.820430967918,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,3 Rnd (5-5-5),2,4:30,1,0,9.5,570.0
TJ Brown,Erik Silva,TJ Brown,1438.4529422432133,1500.0,1485.4656074506004,1452.987334792613,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,3 Rnd (5-5-5),3,3:41,1,0,13.683333333333334,821.0
Cameron Saaiman,Steven Koslow,Cameron Saaiman,1500.0,1500.0,1545.0,1455.0,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,3 Rnd (5-5-5),3,4:13,1,0,14.216666666666667,853.0
Jack Hermansson,Roman Dolidze,Roman Dolidze,1729.768273309304,1642.7879425505448,1673.7321499969235,1698.8240658629254,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),2,4:06,0,1,9.1,546.0
Stephen Thompson,Kevin Holland,Stephen Thompson,1718.205626239713,1646.5801853910584,1754.0578959508207,1610.7279156799507,UFC Fight Night: Thompson vs. Holland,2022-12-03,5 Rnd (5-5-5-5-5),4,5:00,1,0,20.0,1200.0
Bryan Barberena,Rafael Dos Anjos,Rafael Dos Anjos,1644.7070766795591,1704.8032759720422,1611.5577219724667,1737.9526306791347,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),2,3:20,0,1,8.333333333333334,500.0
Matheus Nicolau,Matt Schnell,Matheus Nicolau,1652.848409094198,1558.0618099803141,1685.8673923751207,1525.0428266993913,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),2,1:44,1,0,6.733333333333333,404.0
Tai Tuivasa,Sergei Pavlovich,Sergei Pavlovich,1689.9740918249533,1675.8888983645172,1643.150770555762,1722.7122196337086,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),1,0:54,0,1,0.9,54.0
Eryk Anders,Kyle Daukaus,Eryk Anders,1517.0040170022685,1498.431599767604,1559.6007985201786,1455.8348182496939,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),2,2:45,1,0,7.75,465.0
Niko Price,Phil Rowe,Phil Rowe,1610.3754500252671,1545.209607753508,1557.0327457610254,1598.5523120177497,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),3,3:26,0,1,13.433333333333334,806.0
Darren Elkins,Jonathan Pearce,Jonathan Pearce,1613.3224408128854,1632.3686884461813,1570.7868504744113,1674.9042787846554,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Clay Guida,Scott Holtzman,Clay Guida,1562.4569891971748,1549.0555553886581,1581.6859230221219,1529.8266215637111,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Michael Johnson,Marc Diakiese,Michael Johnson,1498.3096837854882,1578.9382489225836,1553.5692096467124,1523.6787230613595,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Natan Levy,Genaro Valdez,Natan Levy,1493.0322566472696,1447.3141984953245,1532.144776702813,1408.201678439781,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Marcelo Rojo,Francis Marshall,Francis Marshall,1429.5457964056652,1500.0,1393.5479971905977,1535.9977992150675,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),2,1:14,0,1,6.233333333333333,374.0
Yazmin Jauregui,Istela Nunes,Yazmin Jauregui,1545.0,1432.9977757522315,1575.9758943618142,1402.0218813904173,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),2,4:06,1,0,9.1,546.0
Angela Hill,Emily Ducote,Angela Hill,1519.437427425783,1541.7535449361717,1567.3238518145943,1493.8671205473604,UFC Fight Night: Thompson vs. Holland,2022-12-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Charles Johnson,Zhalgas Zhumagulov,Charles Johnson,1460.833090082078,1405.7863191518013,1477.6905940509027,1388.9288151829765,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Kennedy Nzechukwu,Ion Cutelaba,Kennedy Nzechukwu,1565.225798777603,1476.9817275312582,1599.0359777989029,1443.1715485099583,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,3 Rnd (5-5-5),2,1:02,1,0,6.033333333333333,362.0
Chase Sherman,Waldo Cortes-Acosta,Waldo Cortes-Acosta,1398.2414276113627,1528.9075117782374,1369.4101359526205,1557.7388034369797,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Andre Fialho,Muslim Salikhov,Muslim Salikhov,1533.413248718709,1651.9606912764975,1503.1982011813147,1682.1757388138917,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,3 Rnd (5-5-5),3,1:03,0,1,11.05,663.0
Jack Della Maddalena,Danny Roberts,Jack Della Maddalena,1600.2431367704344,1535.4732204174197,1636.949960888979,1498.7663962988752,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,3 Rnd (5-5-5),1,3:24,1,0,3.4,204.0
Jennifer Maia,Maryna Moroz,Jennifer Maia,1512.2459723808256,1593.543503356483,1567.587603105502,1538.2018726318065,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Ricky Turcios,Kevin Natividad,Ricky Turcios,1472.7633657436352,1413.706172350438,1489.396128309167,1397.0734097849063,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Vanessa Demopoulos,Maria Oliveira,Vanessa Demopoulos,1523.7312077635972,1470.206739578552,1561.8530244648275,1432.0849228773218,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Brady Hiestand,Fernie Garcia,Brady Hiestand,1480.0,1445.576369561092,1520.555969591416,1405.020399969676,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Natalia Silva,Tereza Bleda,Natalia Silva,1550.6284312275598,1500.0,1589.1170394064704,1461.5113918210893,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,3 Rnd (5-5-5),3,1:27,1,0,11.45,687.0
Vince Morales,Miles Johns,Miles Johns,1499.491517517825,1516.2000579583023,1456.6539477553756,1559.0376277207517,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Erin Blanchfield,Molly McCann,Erin Blanchfield,1631.9573742468258,1600.3478700566513,1668.328203269717,1563.97704103376,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),1,3:37,1,0,3.6166666666666667,217.0
Israel Adesanya,Alex Pereira,Alex Pereira,1952.69669736449,1669.1099891633985,1877.4111707015102,1744.3955158263784,UFC 281: Adesanya vs. Pereira,2022-11-12,5 Rnd (5-5-5-5-5),5,2:01,0,1,22.016666666666666,1321.0
Dan Hooker,Claudio Puelles,Dan Hooker,1627.2601698484932,1657.8199103523632,1676.2081040510275,1608.871976149829,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),2,4:06,1,0,9.1,546.0
Dustin Poirier,Michael Chandler,Dustin Poirier,1884.705763264411,1604.449922960433,1897.9964358979657,1591.1592503268782,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),3,2:00,1,0,12.0,720.0
Frankie Edgar,Chris Gutierrez,Chris Gutierrez,1648.3456006163,1616.2141153799976,1599.1957417850733,1665.3639742112243,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),1,2:01,0,1,2.0166666666666666,121.0
Brad Riddell,Renato Moicano,Renato Moicano,1574.1573982664174,1600.6947191536865,1537.2066926962373,1637.6454247238667,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),1,3:20,0,1,3.3333333333333335,200.0
Michael Trizano,SeungWoo Choi,Michael Trizano,1463.228356684565,1511.3218403100161,1514.4179613577473,1460.1322356368337,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),1,4:51,1,0,4.85,291.0
Carla Esparza,Zhang Weili,Zhang Weili,1727.5323944846223,1694.715377158393,1683.7653918233043,1738.482379819711,UFC 281: Adesanya vs. Pereira,2022-11-12,5 Rnd (5-5-5-5-5),2,1:05,0,1,6.083333333333333,365.0
Andre Petroski,Wellington Turman,Andre Petroski,1608.5103751913105,1511.6168047596539,1641.276219076265,1478.8509608746992,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Karolina Kowalkiewicz,Silvana Gomez Juarez,Karolina Kowalkiewicz,1460.7141149843546,1473.3416538032484,1507.348919235935,1426.706849551668,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Carlos Ulberg,Nicolae Negumereanu,Carlos Ulberg,1541.8939148870847,1570.0725537868793,1590.535642242579,1521.4308264313852,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),1,3:44,1,0,3.7333333333333334,224.0
Julio Arce,Montel Jackson,Montel Jackson,1597.165365738939,1613.7540172225445,1554.3123035104009,1656.6070794510827,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Dominick Reyes,Ryan Spann,Ryan Spann,1622.243639992381,1635.4457082377826,1578.9527547894897,1678.736593440674,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),1,1:20,0,1,1.3333333333333333,80.0
Matt Frevola,Ottman Azaitar,Matt Frevola,1492.758011960064,1593.067682578525,1550.4008139322705,1535.4248806063185,UFC 281: Adesanya vs. Pereira,2022-11-12,3 Rnd (5-5-5),1,2:30,1,0,2.5,150.0
Tamires Vidal,Ramona Pascual,Tamires Vidal,1500.0,1415.9425967164323,1534.320412593932,1381.6221841225004,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,3 Rnd (5-5-5),1,3:06,1,0,3.1,186.0
Neil Magny,Daniel Rodriguez,Neil Magny,1762.142455751652,1715.3381820285597,1796.7862763123592,1680.6943614678526,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,3 Rnd (5-5-5),3,3:33,1,0,13.55,813.0
Darrick Minner,Shayilan Nuerdanbieke,Shayilan Nuerdanbieke,1484.4456316368978,1530.282739159754,1445.3482662885508,1569.380104508101,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,3 Rnd (5-5-5),1,1:07,0,1,1.1166666666666667,67.0
Tagir Ulanbekov,Nate Maness,Tagir Ulanbekov,1502.1409316012202,1572.4112588081207,1550.1225633493668,1524.429627059974,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,3 Rnd (5-5-5),1,2:11,1,0,2.183333333333333,131.0
