FIGHTER1,FIGHTER2,WINNER,RATING1_BEFORE,RATING2_BEFORE,RATING1_AFTER,RATING2_AFTER,EVENT,DATE,TIME_FORMAT,ROUND,TIMESTAMP,FIGHTER1_OUTCOME,FIGHTER2_OUTCOME,TOTAL_TIME_MINUTES,TOTAL_TIME_SECONDS
Tony DeSouza,Dustin Hazelett,Tony DeSouza,1524.6843327632519,1500.0,1561.8472159703863,1462.8371167928656,Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,3 Rnd (5-5-5),1,3:59,1,0,3.9833333333333334,239.0
Rory Singer,Josh Haynes,Rory Singer,1540.0,1455.0,1574.205277685993,1420.794722314007,Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Thiago Alves,John Alessio,Thiago Alves,1513.4748770969738,1449.0518903098887,1550.2251175042811,1412.3016499025814,Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Marcus Davis,Forrest Petz,Marcus Davis,1475.0,1539.2039558783622,1522.3087474765891,1491.895208401773,Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,3 Rnd (5-5-5),1,4:58,1,0,4.966666666666667,298.0
Roger Huerta,Jason Dent,Roger Huerta,1500.0,1500.0,1545.0,1455.0,UFC 63: Hughes vs Penn,2006-09-23,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Matt Hughes,BJ Penn,Matt Hughes,1806.8125280926465,1667.3918267905717,1834.6653702812473,1639.538984601971,UFC 63: Hughes vs Penn,2006-09-23,5 Rnd (5-5-5-5-5),3,3:53,1,0,13.883333333333333,833.0
Rashad Evans,Jason Lambert,Rashad Evans,1569.8020661039357,1608.472730752351,1619.7901254938954,1558.4846713623913,UFC 63: Hughes vs Penn,2006-09-23,3 Rnd (5-5-5),2,2:22,1,0,7.366666666666666,442.0
Mike Swick,David Loiseau,Mike Swick,1646.4110809595372,1569.0427864561857,1681.5527238442062,1533.9011435715167,UFC 63: Hughes vs Penn,2006-09-23,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Melvin Guillard,Gabe Ruediger,Melvin Guillard,1525.0937103945084,1500.0,1566.8492024216107,1458.2445079728977,UFC 63: Hughes vs Penn,2006-09-23,3 Rnd (5-5-5),2,1:01,1,0,6.016666666666667,361.0
Eddie Sanchez,Mario Neto,Eddie Sanchez,1500.0,1500.0,1545.0,1455.0,UFC 63: Hughes vs Penn,2006-09-23,3 Rnd (5-5-5),2,0:17,1,0,5.283333333333333,317.0
Tyson Griffin,David Lee,Tyson Griffin,1500.0,1500.0,1540.0,1460.0,UFC 63: Hughes vs Penn,2006-09-23,3 Rnd (5-5-5),1,1:50,1,0,1.8333333333333333,110.0
Joe Lauzon,Jens Pulver,Joe Lauzon,1500.0,1693.8298671418183,1567.7883664183491,1626.0415007234692,UFC 63: Hughes vs Penn,2006-09-23,3 Rnd (5-5-5),1,0:48,1,0,0.8,48.0
Jorge Gurgel,Danny Abbadi,Jorge Gurgel,1462.349767442627,1460.0,1482.2145060177954,1440.1352614248315,UFC 63: Hughes vs Penn,2006-09-23,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Chuck Liddell,Renato Sobral,Chuck Liddell,1849.5745787441517,1618.1125050189835,1868.36317597376,1599.3239077893752,UFC 62: Liddell vs Sobral,2006-08-26,5 Rnd (5-5-5-5-5),1,1:35,1,0,1.5833333333333333,95.0
Forrest Griffin,Stephan Bonnar,Forrest Griffin,1595.206484620608,1570.7210064461678,1637.0403554232144,1528.8871356435616,UFC 62: Liddell vs Sobral,2006-08-26,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Nick Diaz,Josh Neer,Nick Diaz,1482.3376511517124,1507.3842604761549,1525.2162636645608,1464.5056479633065,UFC 62: Liddell vs Sobral,2006-08-26,3 Rnd (5-5-5),3,1:42,1,0,11.7,702.0
Cheick Kongo,Christian Wellisch,Cheick Kongo,1522.2604809749655,1500.0,1564.381233078888,1457.8792478960775,UFC 62: Liddell vs Sobral,2006-08-26,3 Rnd (5-5-5),1,2:51,1,0,2.85,171.0
Hermes Franca,Jamie Varner,Hermes Franca,1584.5243589353106,1500.0,1614.9806762291698,1469.5436827061408,UFC 62: Liddell vs Sobral,2006-08-26,3 Rnd (5-5-5),3,3:31,1,0,13.516666666666667,811.0
Eric Schafer,Rob MacDonald,Eric Schafer,1500.0,1504.5849307009835,1540.5278290145664,1464.0571016864171,UFC 62: Liddell vs Sobral,2006-08-26,3 Rnd (5-5-5),1,2:26,1,0,2.433333333333333,146.0
Wilson Gouveia,Wes Combs,Wilson Gouveia,1459.500904948012,1460.0,1499.5583653498225,1419.9425395981896,UFC 62: Liddell vs Sobral,2006-08-26,3 Rnd (5-5-5),1,3:23,1,0,3.3833333333333333,203.0
David Heath,Cory Walmsley,David Heath,1500.0,1500.0,1540.0,1460.0,UFC 62: Liddell vs Sobral,2006-08-26,3 Rnd (5-5-5),1,2:32,1,0,2.533333333333333,152.0
Yushin Okami,Alan Belcher,Yushin Okami,1500.0,1500.0,1545.0,1455.0,UFC 62: Liddell vs Sobral,2006-08-26,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Dean Lister,Yuki Sasaki,Dean Lister,1543.0945384502165,1500.0,1582.5413653469063,1460.5531731033102,UFC Fight Night 6,2006-08-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Josh Koscheck,Jonathan Goulet,Josh Koscheck,1601.3771738622481,1508.0142099333855,1634.5676623901284,1474.8237214055052,UFC Fight Night 6,2006-08-17,3 Rnd (5-5-5),1,4:10,1,0,4.166666666666667,250.0
Diego Sanchez,Karo Parisyan,Diego Sanchez,1660.920296564943,1645.383928178177,1703.9093599387302,1602.39486480439,UFC Fight Night 6,2006-08-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Chris Leben,Jorge Santiago,Chris Leben,1590.0934083933598,1542.0188869927283,1628.906213268172,1503.2060821179161,UFC Fight Night 6,2006-08-17,3 Rnd (5-5-5),2,0:35,1,0,5.583333333333333,335.0
Martin Kampmann,Crafton Wallace,Martin Kampmann,1500.0,1500.0,1540.0,1460.0,UFC Fight Night 6,2006-08-17,3 Rnd (5-5-5),1,2:59,1,0,2.9833333333333334,179.0
Forrest Petz,Sammy Morgan,Forrest Petz,1500.0,1455.0,1539.2039558783622,1415.7960441216378,UFC Fight Night 6,2006-08-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Anthony Torres,Pat Healy,Anthony Torres,1500.0,1500.0,1540.0,1460.0,UFC Fight Night 6,2006-08-17,3 Rnd (5-5-5),1,2:37,1,0,2.6166666666666667,157.0
Joe Riggs,Jason Von Flue,Joe Riggs,1529.7770002262737,1485.5859799335153,1564.7165804312094,1450.6463997285796,UFC Fight Night 6,2006-08-17,3 Rnd (5-5-5),1,2:01,1,0,2.0166666666666666,121.0
Jake O'Brien,Kristof Midoux,Jake O'Brien,1500.0,1500.0,1545.0,1455.0,UFC Fight Night 6,2006-08-17,3 Rnd (5-5-5),2,0:52,1,0,5.866666666666666,352.0
Frank Mir,Dan Christison,Frank Mir,1598.5397286419638,1537.6999548886185,1635.739303929508,1500.5003796010744,UFC 61: Bitter Rivals,2006-07-08,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Joe Stevenson,Yves Edwards,Joe Stevenson,1494.6711202688984,1603.1531080316392,1527.232873704126,1570.5913545964117,UFC 61: Bitter Rivals,2006-07-08,3 Rnd (5-5-5),2,5:00,1,0,10.0,600.0
Tim Sylvia,Andrei Arlovski,Tim Sylvia,1684.846304535751,1658.6921736530917,1726.465194934383,1617.0732832544597,UFC 61: Bitter Rivals,2006-07-08,5 Rnd (5-5-5-5-5),5,5:00,1,0,25.0,1500.0
Joshua Burkman,Josh Neer,Joshua Burkman,1541.5753081156058,1553.9917601666575,1588.1828078061085,1507.3842604761549,UFC 61: Bitter Rivals,2006-07-08,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Tito Ortiz,Ken Shamrock,Tito Ortiz,1725.142224748231,1597.0093717559437,1754.260008704435,1567.8915877997397,UFC 61: Bitter Rivals,2006-07-08,3 Rnd (5-5-5),1,1:18,1,0,1.3,78.0
Hermes Franca,Joe Jordan,Hermes Franca,1550.2720905539436,1500.0,1584.5243589353106,1465.747731618633,UFC 61: Bitter Rivals,2006-07-08,3 Rnd (5-5-5),3,0:47,1,0,10.783333333333333,647.0
Jeff Monson,Anthony Perosh,Jeff Monson,1530.8164651287907,1500.0,1571.8355379216214,1458.9809272071693,UFC 61: Bitter Rivals,2006-07-08,3 Rnd (5-5-5),1,2:42,1,0,2.7,162.0
Cheick Kongo,Gilbert Aldana,Cheick Kongo,1500.0,1461.7742468721335,1522.2604809749655,1439.513765897168,UFC 61: Bitter Rivals,2006-07-08,3 Rnd (5-5-5),1,4:13,1,0,4.216666666666667,253.0
Drew Fickett,Kurt Pellegrino,Drew Fickett,1515.064006186114,1500.0,1553.3307843344276,1461.7332218516865,UFC 61: Bitter Rivals,2006-07-08,3 Rnd (5-5-5),3,1:20,1,0,11.333333333333334,680.0
Anderson Silva,Chris Leben,Anderson Silva,1500.0,1653.807799661262,1563.714391267902,1590.0934083933598,UFC Fight Night 5,2006-06-28,3 Rnd (5-5-5),1,0:49,1,0,0.8166666666666667,49.0
Mark Hominick,Jorge Gurgel,Mark Hominick,1557.2588374524587,1500.0,1594.9090700098318,1462.349767442627,UFC Fight Night 5,2006-06-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Jason Lambert,Branden Lee Hinkle,Jason Lambert,1573.4789473330097,1494.9105973793692,1608.472730752351,1459.9168139600279,UFC Fight Night 5,2006-06-28,3 Rnd (5-5-5),1,5:00,1,0,5.0,300.0
Rashad Evans,Stephan Bonnar,Rashad Evans,1540.5702774901613,1599.9527950599422,1569.8020661039357,1570.7210064461678,UFC Fight Night 5,2006-06-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Jonathan Goulet,Luke Cummo,Jonathan Goulet,1480.8512273725914,1510.9864558797126,1508.0142099333855,1483.8234733189186,UFC Fight Night 5,2006-06-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Rob MacDonald,Kristian Rothaermel,Rob MacDonald,1460.0,1500.0,1504.5849307009835,1455.4150692990165,UFC Fight Night 5,2006-06-28,3 Rnd (5-5-5),1,4:01,1,0,4.016666666666667,241.0
Jorge Santiago,Justin Levens,Jorge Santiago,1500.0,1476.9496906138716,1542.0188869927283,1434.9308036211432,UFC Fight Night 5,2006-06-28,3 Rnd (5-5-5),1,2:13,1,0,2.216666666666667,133.0
Jon Fitch,Thiago Alves,Jon Fitch,1589.7335769156782,1553.842747364013,1630.1014471827173,1513.4748770969738,UFC Fight Night 5,2006-06-28,3 Rnd (5-5-5),2,4:37,1,0,9.616666666666667,577.0
Josh Koscheck,Dave Menne,Josh Koscheck,1566.6537103362657,1485.8865962037235,1601.3771738622481,1451.163132677741,UFC Fight Night 5,2006-06-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Keith Jardine,Wilson Gouveia,Keith Jardine,1534.8671277910646,1500.0,1575.3662228430526,1459.500904948012,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Kenny Florian,Sam Stout,Kenny Florian,1527.9073898965648,1523.364202359384,1567.384365912098,1483.887226343851,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,3 Rnd (5-5-5),1,1:46,1,0,1.7666666666666666,106.0
Michael Bisping,Josh Haynes,Michael Bisping,1500.0,1500.0,1545.0,1455.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,3 Rnd (5-5-5),2,4:14,1,0,9.233333333333333,554.0
Kendall Grove,Ed Herman,Kendall Grove,1500.0,1500.0,1545.0,1455.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Rory Singer,Ross Pointon,Rory Singer,1500.0,1500.0,1540.0,1460.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,3 Rnd (5-5-5),1,0:44,1,0,0.7333333333333333,44.0
Luigi Fioravanti,Solomon Hutcherson,Luigi Fioravanti,1470.4399728143026,1500.0,1519.259388265318,1451.1805845489846,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,3 Rnd (5-5-5),1,4:15,1,0,4.25,255.0
Matt Hamill,Jesse Forbes,Matt Hamill,1500.0,1500.0,1545.0,1455.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,3 Rnd (5-5-5),1,4:47,1,0,4.783333333333333,287.0
Mike Nickels,Wes Combs,Mike Nickels,1500.0,1500.0,1540.0,1460.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,3 Rnd (5-5-5),1,3:10,1,0,3.1666666666666665,190.0
Kalib Starnes,Danny Abbadi,Kalib Starnes,1500.0,1500.0,1540.0,1460.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,3 Rnd (5-5-5),1,2:56,1,0,2.933333333333333,176.0
Jeremy Horn,Chael Sonnen,Jeremy Horn,1582.692862673518,1518.0301598547876,1615.3330756412822,1485.3899468870234,UFC 60: Hughes vs Gracie,2006-05-27,3 Rnd (5-5-5),2,1:17,1,0,6.283333333333333,377.0
Dean Lister,Alessio Sakara,Dean Lister,1500.0,1526.932637041072,1543.0945384502165,1483.8380985908555,UFC 60: Hughes vs Gracie,2006-05-27,3 Rnd (5-5-5),1,2:20,1,0,2.3333333333333335,140.0
Diego Sanchez,John Alessio,Diego Sanchez,1635.375046280749,1474.5971405940827,1660.920296564943,1449.0518903098887,UFC 60: Hughes vs Gracie,2006-05-27,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Brandon Vera,Assuerio Silva,Brandon Vera,1580.7667896645203,1467.1416716678136,1608.1324687226988,1439.775992609635,UFC 60: Hughes vs Gracie,2006-05-27,3 Rnd (5-5-5),1,2:39,1,0,2.65,159.0
Matt Hughes,Royce Gracie,Matt Hughes,1765.4103539985501,1737.5728765225808,1806.8125280926465,1696.1707024284844,UFC 60: Hughes vs Gracie,2006-05-27,3 Rnd (5-5-5),1,4:39,1,0,4.65,279.0
Mike Swick,Joe Riggs,Mike Swick,1611.8464448323336,1564.3416363534773,1646.4110809595372,1529.7770002262737,UFC 60: Hughes vs Gracie,2006-05-27,3 Rnd (5-5-5),1,2:19,1,0,2.316666666666667,139.0
Spencer Fisher,Matt Wiman,Spencer Fisher,1535.6387296883897,1500.0,1576.038908463931,1459.5998212244588,UFC 60: Hughes vs Gracie,2006-05-27,3 Rnd (5-5-5),2,1:43,1,0,6.716666666666667,403.0
Gabriel Gonzaga,Fabiano Scherner,Gabriel Gonzaga,1540.5948081200559,1455.0,1574.727509046305,1420.867299073751,UFC 60: Hughes vs Gracie,2006-05-27,3 Rnd (5-5-5),2,0:24,1,0,5.4,324.0
Melvin Guillard,Rick Davis,Melvin Guillard,1477.1367154728193,1500.0,1525.0937103945084,1452.043005078311,UFC 60: Hughes vs Gracie,2006-05-27,3 Rnd (5-5-5),1,1:37,1,0,1.6166666666666667,97.0
Karo Parisyan,Nick Thompson,Karo Parisyan,1608.5206970193385,1545.0,1645.383928178177,1508.1367688411615,UFC 59: Reality Check,2006-04-15,3 Rnd (5-5-5),1,4:44,1,0,4.733333333333333,284.0
Tim Sylvia,Andrei Arlovski,Tim Sylvia,1628.9813189335816,1714.557159255261,1684.846304535751,1658.6921736530917,UFC 59: Reality Check,2006-04-15,5 Rnd (5-5-5-5-5),1,2:43,1,0,2.716666666666667,163.0
Tito Ortiz,Forrest Griffin,Tito Ortiz,1710.8124538068423,1609.5362555619968,1725.142224748231,1595.206484620608,UFC 59: Reality Check,2006-04-15,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Evan Tanner,Justin Levens,Evan Tanner,1657.1258440426743,1500.0,1680.1761534288028,1476.9496906138716,UFC 59: Reality Check,2006-04-15,3 Rnd (5-5-5),1,3:14,1,0,3.2333333333333334,194.0
Sean Sherk,Nick Diaz,Sean Sherk,1529.9302487172915,1526.9519041921678,1574.544501757747,1482.3376511517124,UFC 59: Reality Check,2006-04-15,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Jason Lambert,Terry Martin,Jason Lambert,1540.0,1449.0246209867214,1573.4789473330097,1415.5456736537117,UFC 59: Reality Check,2006-04-15,3 Rnd (5-5-5),2,2:37,1,0,7.616666666666666,457.0
David Terrell,Scott Smith,David Terrell,1533.1258349254656,1500.0,1569.3235966087611,1463.8022383167045,UFC 59: Reality Check,2006-04-15,3 Rnd (5-5-5),1,3:08,1,0,3.1333333333333333,188.0
Jeff Monson,Marcio Cruz,Jeff Monson,1505.5210965039826,1599.7558448514924,1530.8164651287907,1574.4604762266842,UFC 59: Reality Check,2006-04-15,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Thiago Alves,Derrick Noble,Thiago Alves,1510.1580470386064,1500.0,1553.842747364013,1456.3152996745935,UFC 59: Reality Check,2006-04-15,3 Rnd (5-5-5),1,2:54,1,0,2.9,174.0
Chael Sonnen,Trevor Prangley,Chael Sonnen,1465.3319216153193,1525.3586226182174,1518.0301598547876,1472.660384378749,UFC Fight Night 4,2006-04-06,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Rashad Evans,Sam Hoger,Rashad Evans,1520.0,1529.9094208563536,1540.5702774901613,1509.3391433661923,UFC Fight Night 4,2006-04-06,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Josh Neer,Joe Stevenson,Josh Neer,1503.662880435556,1545.0,1553.9917601666575,1494.6711202688984,UFC Fight Night 4,2006-04-06,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Chris Leben,Luigi Fioravanti,Chris Leben,1624.2477724755645,1500.0,1653.807799661262,1470.4399728143026,UFC Fight Night 4,2006-04-06,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Stephan Bonnar,Keith Jardine,Stephan Bonnar,1550.6159669726446,1584.2039558783622,1599.9527950599422,1534.8671277910646,UFC Fight Night 4,2006-04-06,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Jon Fitch,Joshua Burkman,Jon Fitch,1545.0,1586.308885031284,1589.7335769156782,1541.5753081156058,UFC Fight Night 4,2006-04-06,3 Rnd (5-5-5),2,4:57,1,0,9.95,597.0
Dan Christison,Brad Imes,Dan Christison,1500.0,1480.0,1537.6999548886185,1442.3000451113815,UFC Fight Night 4,2006-04-06,3 Rnd (5-5-5),3,3:37,1,0,13.616666666666667,817.0
Josh Koscheck,Ansar Chalangov,Josh Koscheck,1536.4200632513157,1449.8419529613936,1566.6537103362657,1419.6083058764436,UFC Fight Night 4,2006-04-06,3 Rnd (5-5-5),1,3:29,1,0,3.4833333333333334,209.0
Luke Cummo,Jason Von Flue,Luke Cummo,1455.0,1541.5724358132281,1510.9864558797126,1485.5859799335153,UFC Fight Night 4,2006-04-06,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Rich Franklin,David Loiseau,Rich Franklin,1740.5555500797955,1596.370973259915,1767.8837368835248,1569.0427864561857,UFC 58: USA vs Canada,2006-03-04,5 Rnd (5-5-5-5-5),5,5:00,1,0,25.0,1500.0
Mike Swick,Steve Vigneault,Mike Swick,1581.0073562099747,1500.0,1611.8464448323336,1469.160911377641,UFC 58: USA vs Canada,2006-03-04,3 Rnd (5-5-5),1,2:09,1,0,2.15,129.0
Georges St-Pierre,BJ Penn,Georges St-Pierre,1669.2940884984184,1688.4960568755366,1690.3983185833833,1667.3918267905717,UFC 58: USA vs Canada,2006-03-04,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Nate Marquardt,Joe Doerksen,Nate Marquardt,1556.8398488684977,1466.9340443902622,1590.4483491600852,1433.3255440986748,UFC 58: USA vs Canada,2006-03-04,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Mark Hominick,Yves Edwards,Mark Hominick,1500.0,1660.411945484098,1557.2588374524587,1603.1531080316392,UFC 58: USA vs Canada,2006-03-04,3 Rnd (5-5-5),2,1:52,1,0,6.866666666666666,412.0
Sam Stout,Spencer Fisher,Sam Stout,1500.0,1559.0029320477738,1523.364202359384,1535.6387296883897,UFC 58: USA vs Canada,2006-03-04,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Jason Lambert,Rob MacDonald,Jason Lambert,1500.0,1500.0,1540.0,1460.0,UFC 58: USA vs Canada,2006-03-04,3 Rnd (5-5-5),1,1:54,1,0,1.9,114.0
Tom Murphy,Icho Larenas,Tom Murphy,1500.0,1500.0,1545.0,1455.0,UFC 58: USA vs Canada,2006-03-04,3 Rnd (5-5-5),3,1:59,1,0,11.983333333333333,719.0
Jeff Monson,Branden Lee Hinkle,Jeff Monson,1455.4316938833517,1545.0,1505.5210965039826,1494.9105973793692,UFC 57: Liddell vs Couture 3,2006-02-04,3 Rnd (5-5-5),1,4:35,1,0,4.583333333333333,275.0
Marcio Cruz,Frank Mir,Marcio Cruz,1540.0,1658.2955734934562,1599.7558448514924,1598.5397286419638,UFC 57: Liddell vs Couture 3,2006-02-04,3 Rnd (5-5-5),1,4:10,1,0,4.166666666666667,250.0
Brandon Vera,Justin Eilers,Brandon Vera,1545.0,1472.6858589897467,1580.7667896645203,1436.9190693252265,UFC 57: Liddell vs Couture 3,2006-02-04,3 Rnd (5-5-5),1,1:25,1,0,1.4166666666666667,85.0
Renato Sobral,Mike van Arsdale,Renato Sobral,1581.2578221090512,1553.8814276500807,1618.1125050189835,1517.0267447401484,UFC 57: Liddell vs Couture 3,2006-02-04,3 Rnd (5-5-5),1,2:21,1,0,2.35,141.0
Chuck Liddell,Randy Couture,Chuck Liddell,1814.9801088290683,1733.1615352638964,1849.5745787441517,1698.567065348813,UFC 57: Liddell vs Couture 3,2006-02-04,5 Rnd (5-5-5-5-5),2,1:28,1,0,6.466666666666667,388.0
Alessio Sakara,Elvis Sinosic,Alessio Sakara,1490.0,1427.0331243686974,1526.932637041072,1390.1004873276254,UFC 57: Liddell vs Couture 3,2006-02-04,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Keith Jardine,Mike Whitehead,Keith Jardine,1545.0,1500.0,1584.2039558783622,1460.7960441216378,UFC 57: Liddell vs Couture 3,2006-02-04,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Joe Riggs,Nick Diaz,Joe Riggs,1510.312884400839,1580.980656144806,1564.3416363534773,1526.9519041921678,UFC 57: Liddell vs Couture 3,2006-02-04,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Paul Buentello,Gilbert Aldana,Paul Buentello,1552.7030958056112,1500.0,1590.9288489334776,1461.7742468721335,UFC 57: Liddell vs Couture 3,2006-02-04,3 Rnd (5-5-5),2,2:27,1,0,7.45,447.0
Tim Sylvia,Assuerio Silva,Tim Sylvia,1596.1229906013953,1500.0,1628.9813189335816,1467.1416716678136,UFC Fight Night 3,2006-01-16,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Stephan Bonnar,James Irvin,Stephan Bonnar,1511.402917350006,1504.5666711253377,1550.6159669726446,1465.353621502699,UFC Fight Night 3,2006-01-16,3 Rnd (5-5-5),1,4:30,1,0,4.5,270.0
Joshua Burkman,Drew Fickett,Joshua Burkman,1545.0,1556.372891217398,1586.308885031284,1515.064006186114,UFC Fight Night 3,2006-01-16,3 Rnd (5-5-5),1,1:07,1,0,1.1166666666666667,67.0
Chris Leben,Jorge Rivera,Chris Leben,1588.0304913185635,1519.3397279283106,1624.2477724755645,1483.1224467713096,UFC Fight Night 3,2006-01-16,3 Rnd (5-5-5),1,1:44,1,0,1.7333333333333334,104.0
Josh Neer,Melvin Guillard,Josh Neer,1455.7995959083753,1525.0,1503.662880435556,1477.1367154728193,UFC Fight Night 3,2006-01-16,3 Rnd (5-5-5),1,4:20,1,0,4.333333333333333,260.0
Duane Ludwig,Jonathan Goulet,Duane Ludwig,1550.1580470386064,1522.24348091323,1591.550300579245,1480.8512273725914,UFC Fight Night 3,2006-01-16,3 Rnd (5-5-5),1,0:06,1,0,0.1,6.0
Spencer Fisher,Aaron Riley,Spencer Fisher,1540.0,1455.0,1559.0029320477738,1435.9970679522262,UFC Fight Night 3,2006-01-16,3 Rnd (5-5-5),1,5:00,1,0,5.0,300.0
Jason Von Flue,Alex Karalexis,Jason Von Flue,1500.0,1513.6650459166633,1541.5724358132281,1472.0926101034352,UFC Fight Night 3,2006-01-16,3 Rnd (5-5-5),3,1:17,1,0,11.283333333333333,677.0
Matt Hughes,Joe Riggs,Matt Hughes,1747.8130476587005,1527.9101907406887,1765.4103539985501,1510.312884400839,UFC 56: Full Force,2005-11-19,3 Rnd (5-5-5),1,3:28,1,0,3.466666666666667,208.0
Rich Franklin,Nate Quarry,Rich Franklin,1704.886125531903,1631.786844727315,1740.5555500797955,1596.1174201794224,UFC 56: Full Force,2005-11-19,5 Rnd (5-5-5-5-5),1,2:34,1,0,2.566666666666667,154.0
Gabriel Gonzaga,Kevin Jordan,Gabriel Gonzaga,1500.0,1465.8791610457022,1540.5948081200559,1425.2843529256463,UFC 56: Full Force,2005-11-19,3 Rnd (5-5-5),3,4:39,1,0,14.65,879.0
Georges St-Pierre,Sean Sherk,Georges St-Pierre,1632.7840108733612,1566.4403263423487,1669.2940884984184,1529.9302487172915,UFC 56: Full Force,2005-11-19,3 Rnd (5-5-5),2,2:53,1,0,7.883333333333334,473.0
Thiago Alves,Ansar Chalangov,Thiago Alves,1460.0,1500.0,1510.1580470386064,1449.8419529613936,UFC 56: Full Force,2005-11-19,3 Rnd (5-5-5),1,2:25,1,0,2.4166666666666665,145.0
Sam Hoger,Jeff Newton,Sam Hoger,1488.597082649994,1500.0,1529.9094208563536,1458.6876617936405,UFC 56: Full Force,2005-11-19,3 Rnd (5-5-5),2,2:05,1,0,7.083333333333333,425.0
Nick Thompson,Keith Wisniewski,Nick Thompson,1500.0,1500.0,1545.0,1455.0,UFC 56: Full Force,2005-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Jeremy Horn,Trevor Prangley,Jeremy Horn,1532.023722028351,1576.0277632633845,1582.692862673518,1525.3586226182174,UFC 56: Full Force,2005-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Diego Sanchez,Nick Diaz,Diego Sanchez,1584.2039558783622,1632.151746547193,1635.375046280749,1580.980656144806,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Rashad Evans,Brad Imes,Rashad Evans,1500.0,1500.0,1520.0,1480.0,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Joe Stevenson,Luke Cummo,Joe Stevenson,1500.0,1500.0,1545.0,1455.0,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Kenny Florian,Kit Cope,Kenny Florian,1486.3349540833367,1500.0,1527.9073898965648,1458.4275641867719,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,3 Rnd (5-5-5),2,0:37,1,0,5.616666666666666,337.0
Joshua Burkman,Sammy Morgan,Joshua Burkman,1500.0,1500.0,1545.0,1455.0,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,3 Rnd (5-5-5),1,0:21,1,0,0.35,21.0
